"name","slug","governance_state","issue_type","sources","n_sources","source_adds","in_db","equivalent_to","doctrine_status","publication_status","parse_confidence","add_confidence","family","primary_operator","add_formula","parser_notes","unresolved_questions","provenance_notes"
"Cascade","cascade","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-duck-toe","","","","",""
"Casket","casket","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-double-dex-clip","","","","",""
"Cataclysm","cataclysm","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-spin-toe","","","","",""
"Catacomb","catacomb","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-double-dex-clip","","","","",""
"Chainsaw Massacre","chainsaw-massacre","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","clip-multi-dex-toe","","","","",""
"Clown Face","clown-face","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","clip-multi-dex-toe","","","","",""
"Cold Fusion","cold-fusion","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","clip-multi-dex-clip","","","","",""
"Colossus","colossus","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","clip-spin-whirl","","","","",""
"Compound Fracture","compound-fracture","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-multi-dex-toe","","","","",""
"Conniption City","conniption-city","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-xdex-toe","","","","",""
"Cristal","cristal","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-duck-whirl","","","","",""
"Croissant","croissant","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-front-whirl-clip","","","","",""
"Croxton","croxton","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-front-whirl-toe","","","","",""
"Cyborg","cyborg","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","clip-duck-clip","","","","",""
"Cyclone","cyclone","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-spin-toe","","","","",""
"Dark Avenue","dark-avenue","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-dive-clip","","","","",""
"Darkwalk","darkwalk","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-dive-clip","","","","",""
"DDD","ddd","3 Observationally represented","accidental omission / awaiting curator review","passback","1","4","False","","","","none","","no-notation","","","","",""
"Dellusion","dellusion","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-xdex-toe","","","","",""
"Desien","desien","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-multi-dex-clip","","","","",""
"Diving Butterfly","diving-butterfly","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Diving Clipper","diving-clipper","3 Observationally represented","accidental omission / awaiting curator review","passback","1","3","False","","","","none","","no-notation","","","","",""
"Diving Mirage","diving-mirage","3 Observationally represented","accidental omission / awaiting curator review","passback","1","3","False","","","","none","","no-notation","","","","",""
"Diving Osis","diving-osis","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves,passback","2","4","False","","","","none","","no-notation","","","","",""
"Diving Smudge","diving-smudge","3 Observationally represented","accidental omission / awaiting curator review","passback","1","6","False","","","","none","","no-notation","","","","",""
"Dolomite","dolomite","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-to-clip","","","","",""
"Dominatrix","dominatrix","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-multi-dex-toe","","","","",""
"Dorshanatrix","dorshanatrix","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","7","False","","","","high","","toe-multi-dex-toe","","","","",""
"Dorshatrix","dorshatrix","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-multi-dex-toe","","","","",""
"Double Dyno","double-dyno","3 Observationally represented","accidental omission / awaiting curator review","passback","1","5","False","","","","none","","no-notation","","","","",""
"Double Helix","double-helix","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","clip-back-whirl-clip","","","","",""
"Double Orbit","double-orbit","3 Observationally represented","accidental omission / awaiting curator review","passback","1","2","False","","","","none","","no-notation","","","","",""
"Double Over Down","double-over-down","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Double Spinning Butterfly","double-spinning-butterfly","3 Observationally represented","accidental omission / awaiting curator review","passback","1","5","False","","","","none","","no-notation","","","","",""
"Double Spinning Clipper","double-spinning-clipper","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves,passback","2","4","False","","","","none","","no-notation","","","","",""
"Double Spinning Rake","double-spinning-rake","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","",""
"Double Switchover (far)","double-switchover","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Double Whip","double-whip","3 Observationally represented","accidental omission / awaiting curator review","passback","1","4","False","","","","none","","no-notation","","","","",""
"Double-Over Down","double-over-down","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","dex","dex(1) + dex(1) + xbody(1) + stall(1) --> 4 ADDs","Down-family double-out compound.","",""
"Double-Over Down Swirl","double-over-down-swirl","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","5","False","","settled","first_class_ready","","high","","dex","dex(1) + dex(1) + dex(1) + xbody(1) + stall(1) --> 5 ADDs","","",""
"Down Diver","down-diver","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","footbagmoves","1","5","False","","settled","first_class_ready","high","high","clip-dive-clip","diving","diving(+1) + down-double-down(4) --> 5 ADDs","","","FB.org 5-ADD confirms 'Down Diver' (source_adds=5; jobs='TOE > DIVE [BOD] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]'); ingested 2026-05-21."
"Down Double Down","down-double-down","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","clip-double-dex-clip","","","","",""
"Down Double-Down","down-double-down","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","4","False","","settled","first_class_ready","","high","","dex","dex(1) + dex(1) + xbody(1) + stall(1) --> 4 ADDs","Clipper-set double-out compound. Sibling to Down Family family-pending Red queue.","",""
"Downward Spiral","downward-spiral","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-spin-whirl","","","","",""
"Dragonstein","dragonstein","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","medium","","clip-back-swirl-?","","","","",""
"Dragster","dragster","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","medium","","clip-single-dex-?","","","","",""
"DSO","dso","3 Observationally represented","accidental omission / awaiting curator review","passback","1","3","False","","","","none","","no-notation","","","","",""
"Ducking Barfly","ducking-barfly","3 Observationally represented","accidental omission (publication-ready, not yet promoted)","fborg","1","5","False","","settled","first_class_ready","","high","","ducking","ducking(+1) + barfly(4) --> 5 ADDs","","",""
"Ducking Illusion","ducking-illusion","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Ducking Legover","ducking-legover","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Ducking Pdx Illusion","ducking-pdx-illusion","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Ducking Pdx Mirage","ducking-pdx-mirage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Ducking Pdx Torque","ducking-pdx-torque","3 Observationally represented","accidental omission / awaiting curator review","passback","1","6","False","","","","none","","no-notation","","","","",""
"Ducking Pickup","ducking-pickup","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Ducking PS Illusion","ducking-ps-illusion","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","",""
"Ducking PS Mirage","ducking-ps-mirage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","",""
"Dwirl","dwirl","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","clip-spin-clip","","","","",""
"E-Walk","e-walk","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","high","","toe-walk-clip","","","","",""
"Eggplant","eggplant","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","high","","toe-double-dex-toe","","","","",""
"Ego","ego","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","6","False","","","","high","","toe-duck-whirl","","","","",""
"Enterrage","enterrage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves,passback","2","4","False","","","","high","","toe-multi-dex-toe","","","","",""
"Fairy Beater","fairy-beater","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","high","","toe-double-dex-clip","","","","",""
"Fairy DLO (ss)","fairy-dlo","3 Observationally represented","accidental omission / awaiting curator review","passback","1","4","False","","","","none","","no-notation","","","","",""
"Fairy Ducking Butterfly","fairy-ducking-butterfly","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","5","False","","","","none","","no-notation","","","","",""
"Fairy Ducking Legover","fairy-ducking-legover","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Fairy Ducking Pickup","fairy-ducking-pickup","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Fairy Eggbeater","fairy-eggbeater","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","4","False","","","","none","","no-notation","","","","",""
"Fairy Illusion (same side)","fairy-illusion","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
"Fairy Legover","fairy-legover","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves,passback","2","3","False","","","","none","","no-notation","","","","",""
"Fairy Mirage (same side)","fairy-mirage","3 Observationally represented","accidental omission / awaiting curator review","footbagmoves","1","3","False","","","","none","","no-notation","","","","",""
