canonical_name,adds,base_trick,category,aliases,modifier_links,description,review_status,is_active,review_note
fairy symposium eggbeater,5,eggbeater,compound,,fairy|symposium,Fairy + symposium on eggbeater base. 5 ADD = fairy(+1) + symposium(+1) + eggbeater(3); JOB TOE > SAME OUT [DEX] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,W5b fairy 2026-05-27: fairy direction-flip of pixie-symposium-eggbeater (W3b). 5 brackets matches 5 ADD.
fairy symposium whirl,5,whirl,compound,,fairy|symposium,Fairy + symposium on whirl base. 5 ADD = fairy(+1) + symposium(+1) + whirl(3); JOB TOE > SAME OUT [DEX] > (no plant while) OP IN [BOD] [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W5b fairy 2026-05-27: fairy direction-flip of pixie-symposium-whirl (W3a). 5 brackets matches 5 ADD.
fairy diving butterfly,5,butterfly,compound,,fairy|diving,Fairy + diving on butterfly base. 5 ADD = fairy(+1) + diving(+1) + butterfly(3); JOB TOE > SAME OUT [DEX] >> DIVE [BOD] >> SAME OUT [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W5b fairy 2026-05-27: fairy direction-flip of darkwalk (= pixie-diving-near-butterfly). 5 brackets matches 5 ADD.
fairy swirl,4,swirl,compound,,fairy,Fairy modifier on swirl base. 4 ADD = fairy(+1) + swirl(3); JOB TOE > SAME OUT [DEX] > SAME BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL].,expert_reviewed,1,W5c fairy 2026-05-27: fairy set + swirl chassis (back-swirl dex + same-clipper terminal). 4 brackets matches 4 ADD.
fairy eclipse,4,eclipse,compound,,fairy,Fairy modifier on eclipse base. 4 ADD = fairy(+1) + eclipse(3); JOB TOE > SAME OUT [DEX] JUMP [BOD] > SAME INSIDE [DEL] > SAME TOE [DEL]. Jump-class compound with double [DEL] (mid-flight inside-stall + landing toe).,expert_reviewed,1,W5c fairy 2026-05-27: fairy direction-flip of pixie-eclipse chassis. 4 brackets matches 4 ADD.
fairy ducking clipper,4,clipper-stall,compound,,fairy|ducking,Fairy + ducking on clipper-stall base. 4 ADD = fairy(+1) + ducking(+1) + clipper-stall(2); JOB TOE > SAME OUT [DEX] >> DUCK [BOD] >> OP CLIP [XBD] [DEL].,expert_reviewed,1,W5c fairy 2026-05-27: fairy direction-flip of pixie-ducking-clipper (W3b). 4 brackets matches 4 ADD.
fairy ducking illusion,4,illusion,compound,,fairy|ducking,Fairy + ducking on illusion base. 4 ADD = fairy(+1) + ducking(+1) + illusion(2); JOB TOE > SAME OUT [DEX] >> DUCK [BOD] >> OP OUT [DEX] > OP TOE [DEL].,expert_reviewed,1,W5c fairy 2026-05-27: fairy direction-flip of pixie-ducking-illusion (W3b). 4 brackets matches 4 ADD.
fairy ducking osis,5,osis,compound,,fairy|ducking,Fairy + ducking on osis base. 5 ADD = fairy(+1) + ducking(+1) + osis(3); JOB TOE > SAME OUT [DEX] >> DUCK [BOD] >> (back) SPIN [BOD] > SAME CLIP [XBD] [DEL]. Double-body-event compound (ducking + osis spin).,expert_reviewed,1,W5c fairy 2026-05-27: fairy direction-flip of pixie-ducking-osis (W3c). Double [BOD] per the stepping-ducking-osis precedent (osis carries its own body-spin). 5 brackets matches 5 ADD.
fairy ducking whirl,5,whirl,compound,,fairy|ducking,Fairy + ducking on whirl base. 5 ADD = fairy(+1) + ducking(+1) + whirl(3); JOB TOE > SAME OUT [DEX] >> DUCK [BOD] >> OP IN [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W5d fairy 2026-05-27: fairy direction-flip of pixie-ducking-whirl (W3c). 5 brackets matches 5 ADD.
fairy ducking blender,6,blender,compound,,fairy|ducking,Fairy + ducking on blender base. 6 ADD = fairy(+1) + ducking(+1) + blender(4); JOB TOE > SAME OUT [DEX] >> DUCK [BOD] >> OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL]. Double-body-event compound (ducking + blender's back-spin).,expert_reviewed,1,W5d fairy 2026-05-27: phoenix chassis extended with blender's IN-dex + back-spin + same-clip terminator. 6 brackets matches 6 ADD.
fairy ducking double leg over,5,double-leg-over,compound,,fairy|ducking,Fairy + ducking on double-leg-over base. 5 ADD = fairy(+1) + ducking(+1) + double-leg-over(3); JOB TOE > SAME OUT [DEX] >> DUCK [BOD] >> OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL]. Stanford source 'Fairy Ducking DLO'; slug uses full-form per double-leg-over DB convention.,expert_reviewed,1,W5d fairy 2026-05-27: phoenix chassis + double-leg-over's IN-dex / OUT-dex / same-toe terminal. 5 brackets matches 5 ADD.
fairy ducking torque,6,torque,compound,,fairy|ducking,Fairy + ducking on torque base. 6 ADD = fairy(+1) + ducking(+1) + torque(4); JOB TOE > SAME OUT [DEX] >> DUCK [BOD] >> OP IN [DEX] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W5d fairy 2026-05-27: phoenix chassis + torque chassis (IN-dex + back-spin + op-clip terminator). Note OP CLIP vs blender's SAME CLIP. 6 brackets matches 6 ADD.
fairy gyro butterfly,5,butterfly,compound,,fairy|gyro,Fairy + gyro on butterfly base. 5 ADD = fairy(+1) + gyro(+1) + butterfly(3); JOB TOE > SAME OUT [DEX] > (back) SPIN [BOD] > SAME OUT [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W5d fairy 2026-05-27: gyro-butterfly chassis (CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > OP CLIP [XBD] [DEL]) with fairy TOE+dex prefix replacing the CLIP set. 5 brackets matches 5 ADD.
fairy paradon,5,paradon,compound,,fairy,Fairy modifier on paradon base. 5 ADD = fairy(+1) + paradon(4); JOB TOE > SAME OUT [DEX] > OP OUT [DEX] > SAME OUT [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W5e fairy 2026-05-27: fairy set + paradon chassis (OP OUT dex + SAME OUT dex + cross-body clipper). Avoids the OP BACK SWIRL outlier of pixie-paradon. 5 brackets matches 5 ADD.
fairy spinning butterfly,5,butterfly,compound,,fairy|spinning,Fairy + spinning on butterfly base. 5 ADD = fairy(+1) + spinning(+1) + butterfly(3); JOB TOE > SAME OUT [DEX] > (back) SPIN [BOD] > OP OUT [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W5e fairy 2026-05-27: spinning-butterfly chassis (CLIP > (back) SPIN [BOD] > OP OUT [DEX] > OP CLIP) with fairy TOE+SAME OUT [DEX] prefix replacing the CLIP set. 5 brackets matches 5 ADD.
fairy spinning osis,5,osis,compound,,fairy|spinning,Fairy + spinning on osis base. 5 ADD = fairy(+1) + spinning(+1) + osis(3); JOB TOE > SAME OUT [DEX] > (back) SPIN [BOD] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL]. Double-body-spin compound (spinning + osis's own back-spin).,expert_reviewed,1,W5e fairy 2026-05-27: spinning-osis chassis (CLIP > double-back-spin > OP CLIP) with fairy TOE+dex prefix. 5 brackets matches 5 ADD.
fairy gyro whirl,5,whirl,compound,,fairy|gyro,Fairy + gyro on whirl base. 5 ADD = fairy(+1) + gyro(+1) + whirl(3); JOB TOE > SAME OUT [DEX] > (back) SPIN [BOD] > SAME IN [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W5e fairy 2026-05-27: gyro-whirl chassis (CLIP > (back) SPIN [BOD] > SAME IN [DEX] > OP CLIP) with fairy TOE+dex prefix. 5 brackets matches 5 ADD.
fairy double pickup,4,double-pickup,compound,,fairy,Fairy modifier on double-pickup base. 4 ADD = fairy(+1) + double-pickup(3); JOB TOE > SAME OUT [DEX] > OP IN [DEX] > SAME IN [DEX] > SAME TOE [DEL].,expert_reviewed,1,W5e fairy 2026-05-27: double-pickup chassis (CLIP > OP IN [DEX] > SAME IN [DEX] > SAME TOE) with fairy TOE+SAME OUT [DEX] prefix. 4 brackets matches 4 ADD.
fairy spinning mirage,4,mirage,compound,,fairy|spinning,Fairy + spinning on mirage base. 4 ADD = fairy(+1) + spinning(+1) + mirage(2); JOB TOE > SAME OUT [DEX] > (back) SPIN [BOD] > OP IN [DEX] > OP TOE [DEL].,expert_reviewed,1,W5f fairy 2026-05-27: spinning-pickup chassis pattern (CLIP > (back) SPIN [BOD] > <base>) substituting mirage's OP IN dex + op-toe terminator. Fairy TOE+SAME OUT [DEX] replaces the CLIP set. 4 brackets matches 4 ADD.
fairy spinning illusion,4,illusion,compound,,fairy|spinning,Fairy + spinning on illusion base. 4 ADD = fairy(+1) + spinning(+1) + illusion(2); JOB TOE > SAME OUT [DEX] > (back) SPIN [BOD] > OP OUT [DEX] > OP TOE [DEL].,expert_reviewed,1,W5f fairy 2026-05-27: same chassis as fairy-spinning-mirage with illusion's OP OUT dex (vs mirage's OP IN). 4 brackets matches 4 ADD.
fairy spinning blender,6,blender,compound,,fairy|spinning,Fairy + spinning on blender base. 6 ADD = fairy(+1) + spinning(+1) + blender(4); JOB TOE > SAME OUT [DEX] > (back) SPIN [BOD] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL]. Double back-spin compound (spinning + blender's own back-spin).,expert_reviewed,1,W5f fairy 2026-05-27: spinning-paradox-blender chassis pattern adapted (spinning's spin then blender's IN-dex + back-spin + same-clip). 6 brackets matches 6 ADD.
fairy gyro mirage,4,mirage,compound,,fairy|gyro,Fairy + gyro on mirage base. 4 ADD = fairy(+1) + gyro(+1) + mirage(2); JOB TOE > SAME OUT [DEX] > (back) SPIN [BOD] > SAME IN [DEX] > OP TOE [DEL].,expert_reviewed,1,W5f fairy 2026-05-27: gyro-mirage chassis (CLIP > (back) SPIN [BOD] > SAME IN [DEX] > OP TOE [DEL]) with fairy TOE+SAME OUT [DEX] prefix replacing the CLIP set. 4 brackets matches 4 ADD.
fairy double over down,5,double-over-down,compound,,fairy,Fairy modifier on double-over-down base. 5 ADD = fairy(+1) + double-over-down(4); JOB TOE > SAME OUT [DEX] > OP OUT [DEX] > OP OUT [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W5f fairy 2026-05-27: fairy TOE+SAME OUT [DEX] prefix on double-over-down's two-OP-OUT-dex chain + cross-body clipper terminal. 5 brackets matches 5 ADD.
spinning mirage,3,mirage,compound,,spinning,Spinning modifier on mirage base. 3 ADD = spinning(+1) + mirage(2); JOB CLIP > (back) SPIN [BOD] > OP IN [DEX] > OP TOE [DEL].,expert_reviewed,1,W6a spinning pilot 2026-05-27: spinning-pickup chassis (CLIP > (back) SPIN [BOD] > <base>) substituting mirage's OP IN dex + op-toe terminator. 3 brackets matches 3 ADD.
spinning illusion,3,illusion,compound,,spinning,Spinning modifier on illusion base. 3 ADD = spinning(+1) + illusion(2); JOB CLIP > (back) SPIN [BOD] > OP OUT [DEX] > OP TOE [DEL].,expert_reviewed,1,W6a spinning pilot 2026-05-27: spinning chassis with illusion's OP OUT dex direction (vs mirage's OP IN). 3 brackets matches 3 ADD.
spinning legover,3,legover,compound,,spinning,Spinning modifier on legover base. 3 ADD = spinning(+1) + legover(2); JOB CLIP > (back) SPIN [BOD] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,W6a spinning pilot 2026-05-27: spinning chassis with legover's OP OUT dex + same-toe terminator (vs illusion's op-toe). 3 brackets matches 3 ADD.
spinning blender,5,blender,compound,,spinning,Spinning modifier on blender base. 5 ADD = spinning(+1) + blender(4); JOB CLIP > (back) SPIN [BOD] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL]. Double back-spin compound (spinning's spin + blender's own back-spin).,expert_reviewed,1,W6a spinning pilot 2026-05-27: spinning-paradox-blender chassis pattern adapted (spin then IN-dex then base back-spin + same-clip terminal). 5 brackets matches 5 ADD.
spinning swirl,4,swirl,compound,,spinning,Spinning modifier on swirl base. 4 ADD = spinning(+1) + swirl(3); JOB CLIP > (back) SPIN [BOD] > SAME BACK SWIRL [DEX] > SAME CLIP [XBD] [DEL].,expert_reviewed,1,W6a spinning pilot 2026-05-27: spinning chassis with swirl's back-swirl dex + same-clip terminator. 4 brackets matches 4 ADD.
spinning toe stall,2,toe-stall,compound,,spinning,Spinning modifier on toe-stall base. 2 ADD = spinning(+1) + toe-stall(1); JOB CLIP > (back) SPIN [BOD] > OP TOE [DEL]. Minimal spinning compound (body-spin then toe catch).,expert_reviewed,1,W6b spinning 2026-05-27: spinning chassis collapsed to toe terminator (toe-stall has no inner dex). 2 brackets matches 2 ADD.
spinning guay,3,guay,compound,,spinning,Spinning modifier on guay base. 3 ADD = spinning(+1) + guay(2); JOB CLIP > (back) SPIN [BOD] > OP IN [DEX] > SAME INSIDE [DEL]. Guay terminal = same-side inside stall (vs pickup's same-toe).,expert_reviewed,1,W6b spinning 2026-05-27: spinning chassis with guay's OP IN dex + same-side inside-stall terminator. 3 brackets matches 3 ADD.
spinning barfly,5,barfly,compound,,spinning,Spinning modifier on barfly base. 5 ADD = spinning(+1) + barfly(4); JOB CLIP > (back) SPIN [BOD] > SAME OUT [DEX] > SAME OUT [DEX] > OP CLIP [DEL] [XBD]. Preserves barfly's unusual [DEL] [XBD] terminal order.,expert_reviewed,1,W6b spinning 2026-05-27: spinning chassis + barfly's two-SAME-OUT-dex chain + barfly-style terminal bracket order. 5 brackets matches 5 ADD.
spinning symposium mirage,4,mirage,compound,,spinning|symposium,Spinning + symposium on mirage base. 4 ADD = spinning(+1) + symposium(+1) + mirage(2); JOB CLIP > (back) SPIN [BOD] > (no plant while) OP IN [BOD] [DEX] > OP TOE [DEL].,expert_reviewed,1,W6b spinning 2026-05-27: spinning-symposium-whirl chassis (CLIP > (back) SPIN [BOD] > (no plant while) OP IN [BOD] [DEX] > <terminal>) substituting mirage's op-toe terminator. 4 brackets matches 4 ADD.
spinning double leg over,4,double-leg-over,compound,,spinning,Spinning modifier on double-leg-over base. 4 ADD = spinning(+1) + double-leg-over(3); JOB CLIP > (back) SPIN [BOD] > OP IN [DEX] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,W6b spinning 2026-05-27: spinning chassis + double-leg-over chassis. 4 brackets matches 4 ADD.
spinning drifter,4,drifter,compound,void,spinning,Spinning modifier on drifter base. 4 ADD = spinning(+1) + drifter(3); JOB CLIP > (back) SPIN [BOD] > OP IN [DEX] > SAME CLIP [XBD] [DEL].,expert_reviewed,1,W6c spinning 2026-05-27: spinning chassis + drifter's IN-dex + same-clip terminator. 4 brackets matches 4 ADD.
spinning ducking mirage,4,mirage,compound,,spinning|ducking,Spinning + ducking on mirage base. 4 ADD = spinning(+1) + ducking(+1) + mirage(2); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > OP IN [DEX] > OP TOE [DEL].,expert_reviewed,1,"W6c spinning 2026-05-27: spinning-symposium-X chassis pattern with DUCK [BOD] instead of (no plant while) symposium body event. spinning spin first, then ducking dip, then base dex + terminal. 4 brackets matches 4 ADD."
spinning ducking illusion,4,illusion,compound,,spinning|ducking,Spinning + ducking on illusion base. 4 ADD = spinning(+1) + ducking(+1) + illusion(2); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > OP OUT [DEX] > OP TOE [DEL].,expert_reviewed,1,W6c spinning 2026-05-27: same chassis as spinning-ducking-mirage with illusion's OP OUT dex (vs mirage's OP IN). 4 brackets matches 4 ADD.
spinning ducking pickup,4,pickup,compound,,spinning|ducking,Spinning + ducking on pickup base. 4 ADD = spinning(+1) + ducking(+1) + pickup(2); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > OP IN [DEX] > SAME TOE [DEL].,expert_reviewed,1,W6c spinning 2026-05-27: spinning-ducking chassis with pickup's same-toe terminator (vs mirage's op-toe). 4 brackets matches 4 ADD.
spinning ducking legover,4,legover,compound,,spinning|ducking,Spinning + ducking on legover base. 4 ADD = spinning(+1) + ducking(+1) + legover(2); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,W6c spinning 2026-05-27: spinning-ducking chassis with legover's OP OUT dex + same-toe terminator. 4 brackets matches 4 ADD.
spinning ducking clipper,4,clipper-stall,compound,,spinning|ducking,Spinning + ducking on clipper-stall base. 4 ADD = spinning(+1) + ducking(+1) + clipper-stall(2); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W6d spinning 2026-05-27: spinning-ducking chassis collapsed to clipper terminal (no inner dex; clipper-stall has none). 4 brackets ([BOD] [BOD] [XBD] [DEL]) matches 4 ADD.
spinning ducking osis,5,osis,compound,,spinning|ducking,Spinning + ducking on osis base. 5 ADD = spinning(+1) + ducking(+1) + osis(3); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL]. Triple-body-event compound (spinning's spin + ducking's dip + osis's own back-spin).,expert_reviewed,1,W6d spinning 2026-05-27: spinning-ducking chassis with osis's body-spin in the dex slot. Triple [BOD] per the stepping-ducking-osis + pixie-ducking-osis precedent. 5 brackets matches 5 ADD.
spinning ducking whirl,5,whirl,compound,alpine spinning whirl,spinning|ducking,Spinning + ducking on whirl base. 5 ADD = spinning(+1) + ducking(+1) + whirl(3); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > OP IN [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W6d spinning 2026-05-27: spinning-ducking chassis + whirl's IN-dex + cross-body clipper terminator. 5 brackets matches 5 ADD.
spinning ducking blender,6,blender,compound,,spinning|ducking,Spinning + ducking on blender base. 6 ADD = spinning(+1) + ducking(+1) + blender(4); JOB CLIP > (back) SPIN [BOD] > DUCK [BOD] > OP IN [DEX] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL]. Triple-body-event compound.,expert_reviewed,1,W6d spinning 2026-05-27: spinning-ducking chassis + blender's IN-dex + own back-spin + same-clip terminator. Triple [BOD]. 6 brackets matches 6 ADD.
spinning symposium eggbeater,5,eggbeater,compound,,spinning|symposium,Spinning + symposium on eggbeater base. 5 ADD = spinning(+1) + symposium(+1) + eggbeater(3); JOB CLIP > (back) SPIN [BOD] > (no plant while) OP OUT [BOD] [DEX] > OP OUT [DEX] > SAME TOE [DEL].,expert_reviewed,1,W6d spinning 2026-05-27: spinning-symposium-whirl chassis + eggbeater's two-OP-OUT-dex chain + same-toe terminal. 5 brackets matches 5 ADD.
spinning symposium illusion,4,illusion,compound,,spinning|symposium,Spinning + symposium on illusion base. 4 ADD = spinning(+1) + symposium(+1) + illusion(2); JOB CLIP > (back) SPIN [BOD] > (no plant while) OP OUT [BOD] [DEX] > OP TOE [DEL].,expert_reviewed,1,W6e spinning 2026-05-27: spinning-symposium-mirage chassis with illusion's OP OUT direction. 4 brackets matches 4 ADD.
spinning symposium pickup,4,pickup,compound,,spinning|symposium,Spinning + symposium on pickup base. 4 ADD = spinning(+1) + symposium(+1) + pickup(2); JOB CLIP > (back) SPIN [BOD] > (no plant while) OP IN [BOD] [DEX] > SAME TOE [DEL].,expert_reviewed,1,W6e spinning 2026-05-27: spinning-symposium-mirage chassis with pickup's same-toe terminator (vs mirage's op-toe). 4 brackets matches 4 ADD.
double spinning clipper,4,clipper-stall,compound,,spinning|spinning,Double-spinning compound on clipper-stall base. 4 ADD = double-spinning(+2) + clipper-stall(2); JOB CLIP > (back) SPIN [BOD] > (back) SPIN [BOD] > SAME CLIP [XBD] [DEL]. Sonic structural form.,expert_reviewed,1,W6e spinning 2026-05-27: double back-spin set + same-clipper terminator (matches spinning-clipper's SAME CLIP convention). Holden's folk name 'Sonic' for this set system is not canonical. 4 brackets matches 4 ADD.
double spinning osis,5,osis,compound,,spinning|spinning,Double-spinning compound on osis base. 5 ADD = double-spinning(+2) + osis(3); JOB CLIP > (back) SPIN [BOD] > (back) SPIN [BOD] > (back) SPIN [BOD] > OP CLIP [XBD] [DEL]. Triple back-spin compound.,expert_reviewed,1,"W6e spinning 2026-05-27: double-spinning set + osis's own back-spin = TRIPLE [BOD], parallel to W6d spinning-ducking-osis triple-BOD convention. 5 brackets matches 5 ADD."
double spinning whirl,5,whirl,compound,,spinning|spinning,Double-spinning compound on whirl base. 5 ADD = double-spinning(+2) + whirl(3); JOB CLIP > (back) SPIN [BOD] > (back) SPIN [BOD] > OP IN [DEX] > OP CLIP [XBD] [DEL].,expert_reviewed,1,W6e spinning 2026-05-27: double-spinning set + whirl's IN-dex + cross-body clipper terminator. 5 brackets matches 5 ADD.
