name,slug,heading,source,sources,parser,doctrine,ledger,ledger_sub,resolves_to,complete_trick,exec_known,decomp_known,add_derivable,actionable,question,owner,disposition
Flailing far Butterfly,flailing-far-butterfly,Blocked on an undefined operator,PB,passback,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:flailing,,Y,N,N,N,Y,define the flailing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Flailing far Symp. Mirage,flailing-far-symp-mirage,Blocked on an undefined operator,PB,passback,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:flailing,,Y,N,N,N,Y,define the flailing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Flailing ss Symposium Double Legover,flailing-ss-symposium-double-legover,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:flailing,,Y,N,N,N,Y,define the flailing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Flailing ss Symposium Mirage,flailing-ss-symposium-mirage,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:flailing,,Y,N,N,N,Y,define the flailing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Flailing ss Symposium Whirl,flailing-ss-symposium-whirl,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:flailing,,Y,N,N,N,Y,define the flailing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Flailing Symposium Mirage,flailing-symposium-mirage,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,authoring/C,undefined-operator:flailing,,Y,N,N,N,Y,define the flailing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Floating Mirage,floating-mirage,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,authoring/C,undefined-operator:floating,,Y,Y,N,N,Y,"ledger gates on an undefined operator, but the registry defines it with a worked example",James,AUTHOR-CANDIDATE (James confirms registry)
Frantic Butterfly,frantic-butterfly,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,authoring/C,undefined-operator:frantic,,Y,N,N,N,Y,define the frantic operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Frantic Flail,frantic-flail,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,authoring/C,undefined-operator:frantic,,Y,N,N,N,Y,define the frantic operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Frantic Illusion,frantic-illusion,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,authoring/C,undefined-operator:frantic,,Y,N,N,N,Y,define the frantic operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Frantic Mirage,frantic-mirage,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,authoring/C,undefined-operator:frantic,,Y,N,N,N,Y,define the frantic operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Frantic op Butterfly,frantic-op-butterfly,Blocked on an undefined operator,PB,passback,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:frantic,,Y,N,N,N,Y,define the frantic operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Frantic Pickup,frantic-pickup,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,authoring/C,undefined-operator:frantic,,Y,N,N,N,Y,define the frantic operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Frantic ss Butterfly,frantic-ss-butterfly,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:frantic,,Y,N,N,N,Y,define the frantic operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Frantic ss Illusion,frantic-ss-illusion,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:frantic,,Y,N,N,N,Y,define the frantic operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Frantic ss Mirage,frantic-ss-mirage,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:frantic,,Y,N,N,N,Y,define the frantic operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Frootie Illusion,frootie-illusion,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:frootie,,Y,N,N,N,Y,define the frootie operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Frootie Legover,frootie-legover,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:frootie,,Y,N,N,N,Y,define the frootie operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Frootie Mirage,frootie-mirage,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:frootie,,Y,N,N,N,Y,define the frootie operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Fusing Butterfly,fusing-butterfly,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:fusing,,Y,N,N,N,Y,define the fusing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Fusing Legover,fusing-legover,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:fusing,,Y,N,N,N,Y,define the fusing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Fusing Mirage,fusing-mirage,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:fusing,,Y,N,N,N,Y,define the fusing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Fusing Pickup,fusing-pickup,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:fusing,,Y,N,N,N,Y,define the fusing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Fusing ss Illusion,fusing-ss-illusion,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:fusing,,Y,N,N,N,Y,define the fusing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Fusing ss Mirage,fusing-ss-mirage,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:fusing,,Y,N,N,N,Y,define the fusing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Fyro Double Legover,fyro-double-legover,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:fyro,,Y,N,N,N,Y,define the fyro operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Fyro Mirage,fyro-mirage,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:fyro,,Y,N,N,N,Y,define the fyro operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Fyro Torque,fyro-torque,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:fyro,,Y,N,N,N,Y,define the fyro operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Leaning Osis,leaning-osis,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:leaning,,Y,N,N,N,Y,define the leaning operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Leaning ss Mirage,leaning-ss-mirage,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:leaning,,Y,N,N,N,Y,define the leaning operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Leaning Torque,leaning-torque,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:leaning,,Y,N,N,N,Y,define the leaning operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Miraging Symple Butterfly,miraging-symple-butterfly,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:symple,,Y,N,N,N,Y,define the symple operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Neutron Double Legover,neutron-double-legover,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,authoring/C,undefined-operator:neutron,,Y,N,N,N,Y,define the neutron operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Neutron Mirage,neutron-mirage,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,authoring/C,undefined-operator:neutron,,Y,N,N,N,Y,define the neutron operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Phasing Blender,phasing-blender,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:phasing,,Y,N,N,N,Y,define the phasing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Phasing near Swirl,phasing-near-swirl,Blocked on an undefined operator,PB,passback,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:phasing,,Y,N,N,N,Y,define the phasing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Phasing Pickup,phasing-pickup,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:phasing,,Y,N,N,N,Y,define the phasing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Phasing ss Dyno,phasing-ss-dyno,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:phasing,,Y,N,N,N,Y,define the phasing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Phasing ss Mirage,phasing-ss-mirage,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:phasing,,Y,N,N,N,Y,define the phasing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Phasing ss Swirl,phasing-ss-swirl,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:phasing,,Y,N,N,N,Y,define the phasing operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Pixie Wonton Butterfly,pixie-wonton-butterfly,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:wonton,,Y,N,N,N,Y,define the wonton operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Railing Butterfly,railing-butterfly,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,authoring/C,undefined-operator:railing,,Y,Y,N,N,Y,"ledger gates on an undefined operator, but the registry defines it with a worked example",James,AUTHOR-CANDIDATE (James confirms registry)
Railing Ducking Legover,railing-ducking-legover,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,authoring/C,undefined-operator:railing,,Y,Y,N,N,Y,"ledger gates on an undefined operator, but the registry defines it with a worked example",James,AUTHOR-CANDIDATE (James confirms registry)
Railing Illusion,railing-illusion,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,authoring/C,undefined-operator:railing,,Y,Y,N,N,Y,"ledger gates on an undefined operator, but the registry defines it with a worked example",James,AUTHOR-CANDIDATE (James confirms registry)
Railing Legover,railing-legover,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,authoring/C,undefined-operator:railing,,Y,Y,N,N,Y,"ledger gates on an undefined operator, but the registry defines it with a worked example",James,AUTHOR-CANDIDATE (James confirms registry)
Railing Mirage,railing-mirage,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,authoring/C,undefined-operator:railing,,Y,Y,N,N,Y,"ledger gates on an undefined operator, but the registry defines it with a worked example",James,AUTHOR-CANDIDATE (James confirms registry)
Railing ss Butterfly,railing-ss-butterfly,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:railing,,Y,Y,N,N,Y,"ledger gates on an undefined operator, but the registry defines it with a worked example",James,AUTHOR-CANDIDATE (James confirms registry)
Railing ss Double Legover,railing-ss-double-legover,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:railing,,Y,Y,N,N,Y,"ledger gates on an undefined operator, but the registry defines it with a worked example",James,AUTHOR-CANDIDATE (James confirms registry)
Slapping Butterfly,slapping-butterfly,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:slapping,,Y,N,N,N,Y,define the slapping operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Slapping Drifter,slapping-drifter,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:slapping,,Y,N,N,N,Y,define the slapping operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Slapping Guay,slapping-guay,Blocked on an undefined operator,SG,stanford,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:slapping,,Y,N,N,N,Y,define the slapping operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
Slapping Mirage,slapping-mirage,Blocked on an undefined operator,FM,footbagmoves,unknown-modifier-token,stable,undefined_operator/C,undefined-operator:slapping,,Y,N,N,N,Y,define the slapping operator (defining it unlocks every name that uses it),James+Red (Scoring paper),DOCTRINE (R1 operator definition)
